id_aluno,idade,curso,turno,modalidade,cidade,renda_familiar,horas_estudo_semana,frequencia_percentual,nota_anterior,acessos_ava_mes,atividades_entregues_percentual,horas_sono,distancia_km,internet_estavel,trabalha,recebeu_monitoria,satisfacao_curso,nota_final,aprovado,risco_evasao
AL03781,26,Eletromecânica,Noturno,Híbrido,Gaspar,2878,12.1,78.4,3.1,36,100,7,9.6,Sim,Sim,Não,7,5.3,Não,Não
AL03782,30,Administração,Matutino,Presencial,Gaspar,6848,5.8,,7.8,22,100,5.2,18.4,Sim,Sim,Sim,10,6.8,Sim,Não
AL03783,28,Eletromecânica,Noturno,Presencial,Gaspar,2117,9.2,75.3,9.1,37,69.9,6.9,5.6,Sim,Não,Sim,5,6.5,Sim,Não
AL03784,17,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,951,10.6,75.8,5.4,54,100,6.3,7.8,Sim,Não,Não,6,6.8,Sim,Não
AL03785,28,Administração,Noturno,Presencial,Brusque,2693,9.5,75.9,4.6,6,100,8.1,16,Sim,Não,Não,7,6.5,Sim,Não
AL03786,16,Eletromecânica,Noturno,Presencial,Gaspar,1942,10,88.9,5.5,57,94.8,5.4,2.6,Sim,Não,Não,9,5.9,Não,Não
AL03787,16,Eletromecânica,Matutino,Presencial,Blumenau,10361,10.8,88.3,5.4,16,100,5.6,12.9,Sim,Não,Sim,6,7.5,Sim,Não
AL03788,38,Desenvolvimento de Sistemas,Noturno,Presencial,Pomerode,1877,5.3,69.7,4,27,78.9,7.2,5.8,Não,Sim,Não,8,4.1,Não,Sim
AL03789,25,Administração,Noturno,Presencial,Brusque,1985,8.7,68.1,5.6,33,90,5.3,1.8,Sim,Não,Sim,8,6.1,Não,Não
AL03790,23,Eletromecânica,Matutino,Híbrido,Indaial,3330,10.8,87.1,4.4,40,94.7,5.9,19.4,Sim,Sim,Não,6,7.3,Sim,Não
AL03791,16,Eletromecânica,Noturno,Presencial,Pomerode,3762,7.5,89.7,5.7,42,70.6,6.5,14.7,Sim,Não,Não,8,5.9,Não,Não
AL03792,25,Administração,Matutino,Presencial,Pomerode,3400,7.7,90.3,8.4,37,86.2,5.8,10.2,Sim,Sim,Não,7,9.6,Sim,Não
AL03793,18,Automação Industrial,Matutino,Presencial,Brusque,6215,10.6,74.2,,44,63.3,7.4,13.5,Sim,Não,Não,5,5.6,Não,Não
AL03794,25,Administração,Noturno,Híbrido,Blumenau,3125,10.5,99.1,8,50,75.2,9.3,2.5,Sim,Não,Não,4,8.7,Sim,Não
AL03795,38,Administração,Noturno,Presencial,Brusque,1361,15.6,79.8,3.6,35,87.6,8.8,7.4,Não,Não,Não,6,6.4,Sim,Não
AL03796,38,Desenvolvimento de Sistemas,Matutino,Presencial,Gaspar,1553,13.7,73.3,7,50,100,6.5,7,Sim,Sim,Não,7,7.2,Não,Não
AL03797,25,Eletromecânica,Noturno,Presencial,Brusque,,16.3,78.9,8.4,42,98.2,7.6,5.8,Sim,Sim,Sim,7,8,Sim,Não
AL03798,16,Desenvolvimento de Sistemas,Noturno,Presencial,Brusque,2228,7.7,85.4,5.7,48,79.2,6.4,7.2,Não,Sim,Não,7,5.7,Não,Não
AL03799,22,desenv. sistemas,Matutino,Presencial,Brusque,4473,8.2,77.7,4.8,52,88.2,6,4.4,Sim,Sim,Sim,7,5,Não,Não
AL03800,40,Administração,Noturno,Híbrido,Indaial,,10.1,89.6,5.9,29,73,5.5,5.1,Sim,Não,Não,9,6.2,Sim,Sim
AL03801,32,Eletromecânica,Matutino,Híbrido,Brusque,4229,3.8,98.6,6.2,17,88,8.8,6.4,Sim,Não,Não,3,6.8,Sim,Não
AL03802,25,Automação Industrial,Matutino,Presencial,Indaial,2161,5.1,76.3,8.2,12,82.2,7.2,2.2,Não,Sim,Sim,8,7.6,Sim,Não
AL03803,17,Eletromecânica,Noturno,Presencial,Timbó,1632,15.2,90.4,6.6,50,100,7.6,32.6,Sim,Não,Sim,5,6.9,Sim,Não
AL03804,31,Eletromecânica,Noturno,Presencial,Pomerode,2013,5.1,97,9.2,43,86.4,6.8,5.5,Sim,Sim,Não,7,7.7,Sim,Não
AL03805,20,Desenvolvimento de Sistemas,Matutino,Presencial,Brusque,2423,14.1,98,7.5,56,71.3,8.2,26.2,Não,Não,Não,7,7,Sim,Não
AL03806,35,Eletromecânica,Matutino,Presencial,Timbó,1465,16.6,96.5,4.8,37,100,8.2,17.4,Sim,Não,Não,8,7.2,Sim,Não
AL03807,17,Desenvolvimento de Sistemas,Noturno,Presencial,Gaspar,1950,5.5,100,7.2,24,75.9,6.5,4.3,Sim,Sim,Não,9,6.9,Sim,Não
AL03808,27,Administração,Matutino,Presencial,Brusque,8728,16.2,75,6.9,47,98.1,7.8,2.2,Sim,Não,Não,5,8,Sim,Não
AL03809,28,Administração,Noturno,Presencial,Indaial,4401,10.7,75.3,4.5,27,100,7,5.6,Sim,Sim,Não,8,6.2,Sim,Não
AL03810,29,Automação Industrial,Noturno,Presencial,Pomerode,1462,5.3,79.3,8.7,34,59.3,6.4,4.9,Sim,Sim,Não,7,5.4,Não,Não
AL03811,32,Automação Industrial,Matutino,Presencial,Blumenau,3119,7.6,93.2,6.9,26,100,6.8,10.6,Sim,Sim,Sim,5,7.2,Sim,Não
AL03812,31,Automação Industrial,Noturno,Híbrido,Timbó,1186,13.6,77.8,6.1,30,90.3,9.5,3.4,Não,Não,Não,5,5.7,Não,Não
AL03813,30,Administração,Matutino,Presencial,Blumenau,3756,2.4,,5.8,52,65.5,6.3,17.6,Sim,Sim,Sim,7,5.7,Não,Não
AL03814,27,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,2010,7.5,71.5,4.4,23,91.4,7.2,8,Não,Sim,Sim,9,5.6,Não,Sim
AL03815,22,Administração,Matutino,Presencial,Brusque,3761,5.6,,5.9,26,58.6,7.6,26.5,Sim,Não,Não,5,6,Não,Não
AL03816,29,Desenvolvimento de Sistemas,Noturno,Presencial,Brusque,2816,4.2,76.7,5.9,27,80.9,5.7,4.9,Sim,Sim,Não,5,6,Sim,Não
AL03817,24,Desenvolvimento de Sistemas,Matutino,Presencial,Pomerode,6019,14.8,87.3,6.2,35,87.6,8.3,11.4,Sim,Não,Sim,9,6.3,Sim,Não
AL03818,23,Administração,Matutino,Presencial,Blumenau,3127,5.2,63,7,50,93.1,3.5,2,SIM,Sim,Não,7,5.7,Não,Não
AL03819,25,Desenvolvimento de Sistemas,Noturno,Híbrido,Timbó,3738,12.8,56.1,4.3,56,71.9,6.9,5.4,Sim,Sim,Sim,7,6.7,Não,Não
AL03820,33,Desenvolvimento de Sistemas,Matutino,Presencial,Brusque,,11.7,72.1,5.3,32,83.2,6.5,4.1,Não,Não,Não,5,7.1,Não,Não
AL03821,27,Administração,Matutino,Presencial,Timbó,7372,4.2,79.2,4.1,22,53,5.2,2.5,Sim,Sim,Não,6,4.2,Não,Sim
AL03822,20,Administração,Matutino,Presencial,Blumenau,7503,4.2,74,8.6,44,79.8,7,40,Sim,Sim,Sim,5,7.5,Não,Não
AL03823,35,Desenvolvimento de Sistemas,Noturno,Presencial,Pomerode,2478,6.5,78.5,8.5,54,73.9,6.7,10.4,Sim,Sim,Não,9,6.3,Sim,Não
AL03824,16,Automação Industrial,Noturno,Presencial,Blumenau,3355,6.5,76,7.6,27,85.1,5.3,5.2,Sim,Sim,Não,8,6.6,Sim,Sim
AL03825,35,Desenvolvimento de Sistemas,Matutino,Presencial,Pomerode,6888,0.3,72.7,5.9,11,65.5,6,14,Sim,Sim,Não,7,4.7,Não,Não
AL03826,22,Eletromecânica,Matutino,Presencial,Blumenau,7062,9.6,82.5,7.7,39,76.7,8.5,17.4,Sim,Sim,Não,6,7.9,Sim,Não
AL03827,24,Eletromecânica,Noturno,Híbrido,Indaial,5000,6.2,100,4.3,38,84.3,5.5,7.3,Sim,Sim,Não,8,6.5,Sim,Sim
AL03828,32,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,3167,11.1,78.3,7.4,54,78.3,7.8,9,Sim,Não,Não,8,6.7,Sim,Não
AL03829,29,Eletromecânica,Matutino,Presencial,Pomerode,5133,10,67.6,6.9,23,84.6,7.9,8.6,Sim,Não,Não,9,6.4,Não,Não
AL03830,30,Eletromecânica,Noturno,Presencial,Blumenau,1438,6.7,79.3,,44,97.3,7.3,3,Sim,Sim,Sim,8,9.2,Sim,Não
AL03831,41,Automação Industrial,Noturno,Presencial,Brusque,4465,7.9,82.9,7.8,44,89.4,5.6,7.2,Sim,Sim,Não,3,7.9,Sim,Não
AL03832,23,Automação Industrial,Noturno,Presencial,Pomerode,2500,5.9,66.5,5.2,31,95.2,6.2,6.2,Não,Sim,Não,9,5.7,Não,Sim
AL03833,16,Administração,Noturno,Presencial,Indaial,1619,12.7,52.9,5.6,25,89.7,8,6.2,Sim,Não,Não,5,5.9,Não,Sim
AL03834,25,Administração,Matutino,Presencial,Blumenau,2449,8.5,62,8.3,52,88.1,7.2,1.9,Sim,Sim,Não,5,6.9,Não,Sim
AL03835,22,Administração,Matutino,Presencial,Pomerode,3723,12.4,83,6,55,100,6.1,7.4,Sim,Não,Não,6,7.9,Sim,Não
AL03836,16,Eletromecânica,Matutino,Presencial,Pomerode,3322,14.5,74.3,5.9,25,100,7.3,1.7,Sim,Não,Não,5,8.1,Não,Sim
AL03837,16,Desenvolvimento de Sistemas,Matutino,Presencial,Brusque,2417,16.7,84.3,7.3,51,89.5,5.8,4.5,Sim,Não,Não,,8,Sim,Não
AL03838,32,Automação Industrial,Matutino,Presencial,Timbó,1905,9,97.1,6.7,35,84.6,7.2,3.7,Sim,Sim,Não,7,7,Sim,Não
AL03839,33,Eletromecânica,Matutino,Presencial,Pomerode,1361,14.3,97,8.1,46,96.7,6.7,4.7,Sim,Não,Não,4,8.7,Sim,Não
AL03840,20,Automação Industrial,Noturno,Presencial,Gaspar,1701,3.8,79.3,6.4,38,70.4,6.5,5.7,Não,Sim,Não,7,6.4,Sim,Não
AL03841,21,Eletromecânica,Noturno,Híbrido,Pomerode,2415,5.8,67.6,6.4,22,84,5.9,5.7,Não,Sim,Não,5,6.3,Não,Sim
AL03842,18,Administração,Matutino,Presencial,Brusque,3377,5.1,97.6,7.9,14,69.6,6.6,4.9,Sim,Não,Sim,10,7.5,Sim,Não
AL03843,22,Automação Industrial,Matutino,Híbrido,Indaial,11012,7,95.1,6.7,40,66.5,7.1,6.7,Sim,Não,Não,8,6.2,Sim,Não
AL03844,27,Automação Industrial,Noturno,Presencial,Pomerode,2212,10.3,63.8,7.5,44,83.5,4.3,18.4,Sim,Sim,Sim,6,7.1,Não,Sim
AL03845,16,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,3771,2.4,64.5,5.3,42,92.1,6.1,3.9,Sim,Sim,Não,5,6.1,Não,Não
AL03846,20,Administração,Noturno,Presencial,Indaial,5681,3.9,81,9.6,18,97.2,6.1,10.9,Não,Sim,Não,8,6.4,Sim,Sim
AL03847,16,Automação Industrial,Noturno,Híbrido,Indaial,2291,15.7,79.9,6.6,37,100,5.2,1.2,Sim,Sim,Sim,7,8.2,Sim,Não
AL03848,27,Eletromecânica,Noturno,Presencial,Pomerode,6041,2.6,100,8.9,36,80.1,5.7,27.2,Sim,Sim,Sim,6,8.9,Sim,Não
AL03849,29,Eletromecânica,Noturno,Presencial,Timbó,1928,1.2,87.6,6,29,84.5,5.8,7,Não,Sim,Não,10,4.8,Não,Não
AL03850,24,Administração,Noturno,Presencial,Timbó,3416,15.7,85.8,5.2,24,100,8.8,6.7,Sim,Não,Sim,5,7.1,Sim,Não
AL03851,38,Administração,Noturno,Presencial,Gaspar,5406,11.7,73,8.6,51,88.7,8.1,11.8,Sim,Sim,Não,8,9,Não,Sim
AL03852,19,Administração,Matutino,Presencial,Indaial,4150,16.3,97.8,7.2,40,96.1,7.2,6.9,Sim,Não,Não,8,7.9,Sim,Não
AL03853,40,Administração,Noturno,Híbrido,Blumenau,3399,7,80.4,6.5,24,89.8,6.8,4.3,Não,Sim,Não,9,6.6,Sim,Não
AL03854,29,Automação Industrial,Matutino,Presencial,Gaspar,2056,16,87.3,8.1,57,98.1,7.7,2.1,Sim,Sim,Não,10,8.1,Sim,Não
AL03855,24,Desenvolvimento de Sistemas,Noturno,Híbrido,Indaial,2042,8.6,99.5,7.6,24,67,5.7,4.9,Sim,Sim,Não,10,7.3,Sim,Não
AL03856,20,Administração,Noturno,Presencial,Gaspar,3684,13.4,95.7,7.1,36,100,7.8,5.9,Sim,Não,Não,8,5.9,Não,Não
AL03857,37,Administração,Matutino,Híbrido,Brusque,2335,5.7,82.5,6.7,16,100,7.9,2.8,Sim,Sim,Não,7,8.1,Sim,Não
AL03858,31,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,2685,6.1,77,7,59,92.5,6.7,4.9,Sim,Sim,Não,8,6.1,Sim,Não
AL03859,38,Automação Industrial,Matutino,Presencial,Brusque,6070,5.3,,3.8,37,100,6.6,6.8,Sim,Sim,Sim,6,6.6,Sim,Não
AL03860,29,Eletromecânica,Matutino,Presencial,Gaspar,6350,11,90.7,6.9,7,57.3,4.9,5.3,Sim,Sim,Não,7,6.5,Sim,Não
AL03861,20,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,1880,9.3,68.8,9.4,47,95.2,6.4,17,Sim,Não,Sim,7,9,Não,Não
AL03862,49,Desenvolvimento de Sistemas,Noturno,Híbrido,Indaial,4313,13.7,76.7,8.2,35,100,7.9,8.9,Sim,Sim,Sim,7,8.2,Sim,Não
AL03863,16,Desenvolvimento de Sistemas,Matutino,Híbrido,Indaial,3097,9.1,76.2,7.6,33,100,8.8,12,Sim,Sim,Sim,7,6.1,Sim,Não
AL03864,16,Administração,Matutino,Híbrido,Brusque,1608,13.6,66.6,4.9,43,98.5,7.1,12.8,Sim,Não,Não,10,6,Não,Não
AL03865,29,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,1060,13,,4.6,37,98.8,5.7,2.5,Sim,Não,Não,7,6.8,Sim,Não
AL03866,30,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,8112,2.1,94.9,5.5,15,99.1,8.4,7.7,Sim,Não,Não,7,7,Sim,Não
AL03867,27,Desenvolvimento de Sistemas,Noturno,Presencial,Indaial,2115,5.7,87.9,5.6,55,100,6.4,14.5,Sim,Sim,Sim,4,6,Sim,Sim
AL03868,35,Eletromecânica,Noturno,Presencial,Brusque,2513,13,78.5,5.6,32,100,8.4,5.3,Sim,Sim,Não,7,6.8,Sim,Não
AL03869,18,Administração,Matutino,Presencial,Timbó,4708,12.8,65.4,9,54,97.7,9,9.4,Sim,Não,Não,9,7.4,Não,Não
AL03870,25,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,1689,7.2,90.7,4.9,41,94,6.8,9.5,Sim,Sim,Não,7,4.2,Não,Não
AL03871,16,Eletromecânica,Matutino,Presencial,Gaspar,2860,6.3,86.2,4.3,24,100,8.1,7.9,Sim,Sim,Não,6,6.6,Sim,Não
AL03872,35,Automação Industrial,Noturno,Híbrido,Pomerode,4245,10.8,82.8,6.6,40,93.4,7.6,3.7,Sim,Sim,Não,7,7.3,Sim,Não
AL03873,16,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,3477,13.3,74.7,10,65,90.9,6.3,3.2,Sim,Não,Não,10,7.9,Não,Não
AL03874,22,Eletromecânica,Matutino,Presencial,Gaspar,4003,10.1,81.9,7.4,27,97,7.8,4.8,Sim,Sim,Sim,9,6.3,Sim,Não
AL03875,23,Desenvolvimento de Sistemas,Matutino,Presencial,Gaspar,1174,11.3,85.4,6.1,33,100,8.1,5.9,Sim,Não,Não,5,7.2,Sim,Não
AL03876,16,Administração,Noturno,Presencial,Indaial,,11.9,87.1,6.2,34,97.2,5.3,7.8,Sim,Não,Não,9,7,Sim,Não
AL03877,39,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,4699,12.3,88.1,5.7,52,80.4,4.7,11.9,Sim,Sim,Sim,9,5.7,Não,Não
AL03878,29,Eletromecânica,Noturno,Presencial,Brusque,4148,12.7,86,5.8,31,79.4,5.2,3,Sim,Sim,Não,9,7.4,Sim,Não
AL03879,31,Desenvolvimento de Sistemas,Noturno,Híbrido,Indaial,2931,13.2,81.5,8.1,44,79.1,5.5,12.4,Sim,Sim,Sim,9,6.1,Sim,Sim
AL03880,19,Desenvolvimento de Sistemas,Matutino,Presencial,Timbó,5490,12.9,92.2,4.4,58,89.5,9.6,8.3,Sim,Não,Não,6,5.9,Não,Não
AL03881,16,Automação Industrial,Matutino,Presencial,Pomerode,3454,2.7,72.1,6.8,19,66.3,7.5,14.9,Sim,Sim,Sim,,6,Não,Não
AL03882,30,Automação Industrial,Matutino,Presencial,Indaial,1227,0,92.4,8.2,40,46.4,6.8,9.2,Sim,Sim,Sim,10,6.5,Sim,Não
AL03883,16,Eletromecânica,Matutino,Presencial,Pomerode,9416,9.9,83.5,6.4,66,79,7.3,22.2,Sim,Sim,Não,7,7,Sim,Sim
AL03884,31,Eletromecânica,Noturno,Presencial,Brusque,2842,15.4,68.5,9.3,41,91,7.4,4.1,Sim,Sim,Não,6,7.8,Não,Não
AL03885,22,Eletromecânica,Matutino,Presencial,Brusque,3199,9.5,63.2,4.6,23,100,8.4,4.8,Sim,Sim,Não,10,7.6,Não,Sim
AL03886,32,Automação Industrial,Noturno,Presencial,Blumenau,3444,7.2,99,6.5,17,94.4,6.6,15,Sim,Sim,Não,6,7.4,Sim,Não
AL03887,18,Automação Industrial,Noturno,Presencial,Indaial,2281,6.9,73.5,7.1,33,96.6,6.7,14.8,Sim,Sim,Sim,6,7,Não,Não
AL03888,22,Automação Industrial,Matutino,Presencial,Indaial,4727,3.8,89.7,5.3,41,81.9,6.5,9.5,Sim,Sim,Sim,10,6.5,Sim,Não
AL03889,24,Eletromecânica,Matutino,Presencial,Timbó,1091,11.6,79.8,7,34,83.8,5.3,10.8,Não,Não,Sim,8,6.9,Sim,Não
AL03890,40,Desenvolvimento de Sistemas,Matutino,Presencial,Timbó,900,6.9,74.7,7.5,52,67.4,5.9,21.2,Sim,Sim,Não,6,6,Não,Não
AL03891,36,Administração,Matutino,Presencial,Gaspar,5658,1.3,100,7.7,28,57.4,5.7,3.9,Sim,nao,Não,7,6.1,Sim,Não
AL03892,16,Automação Industrial,Noturno,Híbrido,Indaial,1500,14.9,82.1,9.2,41,85.8,6.7,7,Não,Não,Não,6,7.5,Sim,Não
AL03893,24,Administração,Matutino,Presencial,Blumenau,1966,10.3,92.1,6,40,97.1,8.2,7.5,Não,Sim,Não,5,6.2,Sim,Sim
AL03894,16,Administração,Noturno,Híbrido,Indaial,6950,5.5,60.7,7.7,28,100,8,2.5,Sim,Não,Não,10,6.8,Não,Não
AL03895,18,Administração,Noturno,Presencial,Indaial,6070,14,79.9,4.7,42,100,7.9,10.4,Sim,Não,Sim,7,7.4,Sim,Não
AL03896,19,Automação Industrial,Matutino,Híbrido,Indaial,2355,5.7,65.3,5.1,30,65.7,8.1,13.1,Não,Não,Não,8,5,Não,Sim
AL03897,20,Administração,Matutino,Presencial,Pomerode,1604,9.7,88.7,8.2,27,81.9,6.7,1.8,Sim,Não,Não,7,7.6,Sim,Não
AL03898,21,Desenvolvimento de Sistemas,Matutino,Presencial,Blumenau,4014,11.6,94.5,8.8,43,88.4,6.6,5.2,Sim,Não,Não,6,7.5,Sim,Não
AL03899,35,Desenvolvimento de Sistemas,Matutino,Híbrido,Timbó,2507,8,95.7,6.3,61,94.2,6.9,10.2,Não,Sim,Sim,7,7.3,Sim,Não
AL03900,29,Eletromecânica,Noturno,Presencial,Indaial,3668,11.1,74.1,6.7,58,88.5,7.9,6.9,Sim,Não,Não,9,6.2,Não,Não
AL03901,20,Desenvolvimento de Sistemas,Noturno,Presencial,Brusque,3616,12.5,80.3,6.8,49,89.3,5.7,4.1,Sim,Sim,Não,5,5.9,Não,Sim
AL03902,25,Eletromecânica,Noturno,Híbrido,Timbó,2713,15.2,89.3,9.2,41,100,7.2,22,Não,Não,Não,8,8.1,Sim,Não
AL03903,36,Automação Industrial,Noturno,Híbrido,Gaspar,4006,11,86.6,7,47,100,5.3,13.5,Sim,Não,Sim,9,7.5,Sim,Não
AL03904,16,Desenvolvimento de Sistemas,Noturno,Híbrido,Gaspar,3141,12.1,96.2,8.4,46,100,7.9,2.1,Sim,Não,Não,7,7.2,Sim,Não
AL03905,16,Automação Industrial,Noturno,Presencial,Pomerode,1951,9.9,79.3,6.3,25,78,6.6,5.4,Não,Não,Não,7,5.6,Não,Não
AL03906,22,Desenvolvimento de Sistemas,Matutino,Presencial,Brusque,3005,5.8,70.4,7.3,31,84.3,8.1,6.8,Sim,Sim,Não,7,5.8,Não,Não
AL03907,25,Administração,Noturno,Presencial,Pomerode,1763,5.6,80.5,5.2,23,72.4,6.3,8.4,Sim,Sim,Não,5,6.1,Sim,Não
AL03908,34,Administração,Noturno,Presencial,Pomerode,5719,9.3,77.3,4.8,49,96.2,5.1,8.6,Sim,Sim,Não,7,6.6,Sim,Sim
AL03909,29,Eletromecânica,Matutino,Presencial,Timbó,2910,1.5,67.9,6.1,20,68.8,7.5,11.7,Sim,Sim,Não,10,5.1,Não,Não
AL03910,17,Desenvolvimento de Sistemas,Matutino,Presencial,Pomerode,14000,4,84.9,5.3,23,93.8,5.8,8.4,Sim,Sim,Não,7,6.4,Sim,Não
AL03911,23,Eletromecânica,Matutino,Híbrido,Pomerode,6855,4.2,78.7,7.8,33,89.6,7,10,Sim,Sim,Não,8,6.9,Sim,Não
AL03912,16,Desenvolvimento de Sistemas,Matutino,Presencial,Gaspar,4601,13.7,73.8,5.3,40,87.2,7.9,5,Sim,Não,Não,7,5.9,Não,Não
AL03913,36,Eletromecânica,Matutino,Presencial,Blumenau,4575,0,68.1,7.8,3,59.4,4.7,7.6,Não,Sim,Não,6,3.4,Não,Sim
AL03914,30,Automação Industrial,Noturno,Presencial,Blumenau,2624,5.8,78.4,7.5,42,95,7.5,9.1,Não,Sim,Não,6,6.7,Sim,Não
AL03915,16,Administração,Matutino,Presencial,Pomerode,2493,7.5,88.8,5.9,29,93.9,8.3,11.4,Não,Não,Não,8,7.6,Sim,Não
AL03916,38,Administração,Matutino,Híbrido,Pomerode,8982,6,80.9,4.8,43,67.1,6.2,10,Sim,Sim,Não,3,4.6,Não,Sim
AL03917,18,Automação Industrial,Noturno,Presencial,Timbó,1254,14.2,87.1,7.5,30,89.8,7.1,17.5,Não,Não,Sim,8,7.5,Sim,Sim
AL03918,27,Desenvolvimento de Sistemas,Noturno,Presencial,Pomerode,2430,14,89.8,6.4,48,100,7.6,7.5,Sim,Sim,Sim,8,9.1,Sim,Não
AL03919,45,Automação Industrial,Noturno,Presencial,Timbó,1358,0,82.1,7.6,31,51,4.6,7.5,Não,Sim,Sim,9,5.7,Não,Não
AL03920,31,Desenvolvimento de Sistemas,Noturno,Presencial,Pomerode,3120,2,88.3,6.6,16,69.4,5,3.8,Sim,Sim,Não,8,6,Sim,Sim
AL03921,38,Eletromecânica,Noturno,Presencial,Gaspar,5709,0.3,73.7,5.2,37,78.6,6.9,3,Sim,Sim,Não,9,5.3,Não,Não
AL03922,44,Desenvolvimento de Sistemas,Matutino,Presencial,Timbó,3036,8.4,100,7.5,33,82.8,6.3,6.7,Não,Não,Sim,8,7,Sim,Não
AL03923,16,Automação Industrial,Matutino,Presencial,Blumenau,1569,4.3,70.2,6.9,44,83.9,7.3,11.1,Não,Não,Não,8,5.2,Não,Não
AL03924,30,Desenvolvimento de Sistemas,Matutino,Híbrido,Gaspar,1494,12.3,100,4.4,31,100,4.9,3.1,Sim,Não,Não,9,6.9,Sim,Não
AL03925,37,Administração,Matutino,Presencial,Blumenau,2712,8.7,76.9,5.6,48,78.5,6.8,2.7,Não,Sim,Não,8,5.6,Não,Não
AL03926,16,Administração,Noturno,Presencial,Timbó,4922,11.1,75.5,7,40,76.4,8,16.5,Sim,Não,Não,8,6.3,Sim,Não
AL03927,36,Administração,Noturno,Híbrido,Timbó,8782,18,77.5,5.7,55,100,5.7,3.8,Sim,Não,Sim,6,7.4,Sim,Não
AL03928,25,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,3555,6,76.4,5.2,42,75.5,6.7,6.4,Sim,Não,Não,8,6.2,Sim,Não
AL03929,37,Eletromecânica,Matutino,Presencial,Blumenau,3421,10.9,75.4,5.1,46,99.4,5.2,12.2,Sim,Sim,Não,9,5.9,Não,Não
AL03930,26,Desenvolvimento de Sistemas,Matutino,Presencial,Pomerode,3522,7.9,76.5,6.4,37,94.5,8.4,2.4,Sim,Não,Não,8,5.6,Não,Sim
AL03931,34,Desenvolvimento de Sistemas,Noturno,Híbrido,Pomerode,4384,9.3,84.2,5.9,36,92.7,9,9.2,Sim,Sim,Sim,9,7,Sim,Sim
AL03932,44,Desenvolvimento de Sistemas,Matutino,Híbrido,Indaial,3040,17,88.8,10,40,93,6.7,14,Sim,Não,Não,8,9.4,Sim,Sim
AL03933,35,Automação Industrial,Matutino,Presencial,Gaspar,2624,6.8,73.9,5,50,82.2,5.5,5.2,Não,Sim,Não,8,5.3,Não,Não
AL03934,27,Eletromecânica,Noturno,Presencial,Blumenau,6574,9.1,65.5,6.4,57,100,6.5,13.8,Sim,Sim,Não,7,7.4,Não,Sim
AL03935,16,Desenvolvimento de Sistemas,Matutino,Presencial,Pomerode,2490,4.7,99.4,6.3,18,69.4,6.6,23.1,Sim,Sim,Não,5,5.4,Não,Sim
AL03936,29,Eletromecânica,Matutino,Presencial,Indaial,1803,5.9,72.8,9.1,27,73.1,6.3,7.6,Sim,Sim,Não,9,7.4,Não,Sim
AL03937,16,Administração,Noturno,Presencial,Timbó,5238,8.6,90,6,22,91.7,6.3,21,Sim,Não,Sim,10,7.4,Sim,Não
AL03938,16,Automação Industrial,Matutino,Presencial,Timbó,5595,15.6,90.9,5.2,51,98.6,5.4,4.3,Sim,Não,Não,6,6.9,Sim,Não
AL03939,25,Automação Industrial,Noturno,Presencial,Blumenau,3144,5.8,79.5,4.9,18,81,3.5,3,Sim,Sim,Não,5,4.8,Não,Sim
AL03940,19,Administração,Matutino,Presencial,Timbó,3183,15.8,73.5,5.4,49,73.5,9.9,8.6,Sim,Não,Não,6,6.1,Não,Não
AL03941,17,Administração,Matutino,Presencial,Blumenau,2519,11.3,69.7,5.4,68,79,4.6,12.1,Sim,Sim,Sim,10,5.3,Não,Não
AL03942,24,Administração,Noturno,Híbrido,Brusque,2813,14.7,63.1,8.4,59,100,6.3,4.4,Sim,Sim,Sim,7,7.6,Não,Sim
AL03943,23,Automação Industrial,Matutino,Presencial,Pomerode,2692,8.6,91.8,8.9,25,55.3,6.1,18.7,Sim,Sim,Sim,8,6.2,Sim,Não
AL03944,16,Automação Industrial,Matutino,Presencial,Brusque,4812,15.5,83.5,4.5,25,89.9,8,5.7,Não,Sim,Sim,7,6.9,Sim,Não
AL03945,20,Automação Industrial,Noturno,Presencial,Timbó,1908,7.4,74.7,5.6,67,100,8.5,2.6,Sim,Não,Sim,9,6.8,Não,Não
AL03946,24,Administração,noturno ,Presencial,Pomerode,3610,17.3,97.4,5.5,45,79.9,5.3,10.1,Sim,Sim,Não,8,9.1,Sim,Não
AL03947,22,Eletromecânica,Noturno,Híbrido,Timbó,2652,7.9,75.1,8.9,28,91.3,5.9,4.9,Sim,Não,Sim,10,6.6,Sim,Não
AL03948,37,Desenvolvimento de Sistemas,Noturno,Presencial,Gaspar,2084,0,92.8,4.3,35,62.5,5.8,4.3,Sim,Sim,Não,5,6.7,Sim,Não
AL03949,21,Desenvolvimento de Sistemas,Matutino,Presencial,Blumenau,3274,4.9,70.6,5,53,70.3,6.4,7.9,Sim,Sim,Sim,6,6.4,Não,Não
